Arrival_Date,Room_Category,Fare_Class,Actual_Showups,Total_Unconstrained_Demand,Simulated_Cancellations
2023-12-23,Family,Y3_Low,2,3,1
2023-12-23,Standard,Y1_High,3,3,0
2023-12-23,Standard,Y2_Medium,5,7,2
2023-12-23,Standard,Y3_Low,13,16,3
2023-12-24,Family,Y1_High,1,1,0
2023-12-24,Family,Y3_Low,2,2,0
2023-12-24,Other,Y2_Medium,1,3,2
2023-12-24,Standard,Y1_High,4,5,1
2023-12-24,Standard,Y2_Medium,2,3,1
2023-12-24,Standard,Y3_Low,5,5,0
2023-12-24,Superior,Y3_Low,2,4,2
2023-12-25,Family,Y1_High,2,2,0
2023-12-25,Family,Y2_Medium,4,8,4
2023-12-25,Family,Y3_Low,1,1,0
2023-12-25,Other,Y1_High,1,1,0
2023-12-25,Standard,Y1_High,1,2,1
2023-12-25,Standard,Y2_Medium,11,11,0
2023-12-25,Standard,Y3_Low,8,8,0
2023-12-26,Family,Y1_High,2,2,0
2023-12-26,Family,Y3_Low,2,3,1
2023-12-26,Standard,Y1_High,4,6,2
2023-12-26,Standard,Y2_Medium,15,15,0
2023-12-26,Standard,Y3_Low,12,15,3
2023-12-26,Superior,Y1_High,1,3,2
2023-12-27,Family,Y1_High,2,2,0
2023-12-27,Family,Y2_Medium,2,3,1
2023-12-27,Standard,Y1_High,6,8,2
2023-12-27,Standard,Y2_Medium,7,7,0
2023-12-27,Standard,Y3_Low,20,20,0
2023-12-28,Family,Y1_High,1,1,0
2023-12-28,Family,Y2_Medium,4,5,1
2023-12-28,Family,Y3_Low,5,13,8
2023-12-28,Standard,Y1_High,2,2,0
2023-12-28,Standard,Y2_Medium,8,8,0
2023-12-28,Standard,Y3_Low,21,29,8
2023-12-28,Superior,Y3_Low,2,4,2
2023-12-29,Family,Y1_High,1,1,0
2023-12-29,Family,Y2_Medium,2,3,1
2023-12-29,Family,Y3_Low,4,5,1
2023-12-29,Other,Y2_Medium,3,3,0
2023-12-29,Standard,Y1_High,4,4,0
2023-12-29,Standard,Y2_Medium,9,9,0
2023-12-29,Standard,Y3_Low,22,26,4
2023-12-30,Family,Y1_High,3,3,0
2023-12-30,Family,Y3_Low,4,4,0
2023-12-30,Standard,Y1_High,10,15,5
2023-12-30,Standard,Y2_Medium,16,17,1
2023-12-30,Standard,Y3_Low,20,25,5
2023-12-31,Family,Y1_High,1,1,0
2023-12-31,Other,Y1_High,1,1,0
2023-12-31,Other,Y2_Medium,1,1,0
2023-12-31,Standard,Y1_High,10,17,7
2023-12-31,Standard,Y2_Medium,5,8,3
2023-12-31,Standard,Y3_Low,18,18,0
2024-01-01,Family,Y1_High,2,5,3
2024-01-01,Family,Y2_Medium,2,2,0
2024-01-01,Other,Y3_Low,1,3,2
2024-01-01,Standard,Y1_High,1,1,0
2024-01-01,Standard,Y2_Medium,6,12,6
2024-01-01,Standard,Y3_Low,18,22,4
2024-01-01,Superior,Y3_Low,1,1,0
2024-01-02,Family,Y1_High,3,4,1
2024-01-02,Family,Y3_Low,6,7,1
2024-01-02,Standard,Y1_High,2,8,6
2024-01-02,Standard,Y2_Medium,4,6,2
2024-01-02,Standard,Y3_Low,18,21,3
2024-01-03,Family,Y3_Low,2,5,3
2024-01-03,Other,Y2_Medium,1,1,0
2024-01-03,Standard,Y1_High,1,2,1
2024-01-03,Standard,Y2_Medium,7,9,2
2024-01-03,Standard,Y3_Low,8,8,0
2024-01-04,Family,Y3_Low,2,5,3
2024-01-04,Other,Y1_High,1,1,0
2024-01-04,Other,Y3_Low,2,2,0
2024-01-04,Standard,Y2_Medium,12,12,0
2024-01-04,Standard,Y3_Low,8,8,0
2024-01-05,Other,Y3_Low,3,5,2
2024-01-05,Standard,Y1_High,3,6,3
2024-01-05,Standard,Y2_Medium,7,8,1
2024-01-05,Standard,Y3_Low,4,8,4
2024-01-06,Family,Y2_Medium,1,2,1
2024-01-06,Family,Y3_Low,5,7,2
2024-01-06,Other,Y3_Low,2,2,0
2024-01-06,Standard,Y2_Medium,6,6,0
2024-01-06,Standard,Y3_Low,12,15,3
2024-01-07,Other,Y3_Low,4,4,0
2024-01-07,Standard,Y1_High,2,6,4
2024-01-07,Standard,Y2_Medium,10,17,7
2024-01-07,Standard,Y3_Low,18,18,0
2024-01-08,Family,Y3_Low,2,2,0
2024-01-08,Other,Y1_High,1,2,1
2024-01-08,Standard,Y1_High,1,1,0
2024-01-08,Standard,Y2_Medium,8,9,1
2024-01-08,Standard,Y3_Low,10,12,2
2024-01-09,Other,Y1_High,1,1,0
2024-01-09,Standard,Y1_High,1,2,1
2024-01-09,Standard,Y2_Medium,16,23,7
2024-01-09,Standard,Y3_Low,10,17,7
2024-01-10,Other,Y3_Low,1,3,2
2024-01-10,Standard,Y1_High,2,3,1
2024-01-10,Standard,Y2_Medium,3,3,0
2024-01-10,Standard,Y3_Low,5,5,0
2024-01-11,Other,Y3_Low,1,1,0
2024-01-11,Standard,Y1_High,1,2,1
2024-01-11,Standard,Y2_Medium,11,13,2
2024-01-11,Standard,Y3_Low,12,17,5
2024-01-11,Superior,Y2_Medium,1,2,1
2024-01-12,Other,Y3_Low,1,1,0
2024-01-12,Standard,Y1_High,1,1,0
2024-01-12,Standard,Y2_Medium,7,10,3
2024-01-12,Standard,Y3_Low,4,4,0
2024-01-13,Family,Y3_Low,2,2,0
2024-01-13,Other,Y2_Medium,1,1,0
2024-01-13,Standard,Y1_High,2,4,2
2024-01-13,Standard,Y2_Medium,7,9,2
2024-01-13,Standard,Y3_Low,6,8,2
2024-01-13,Suite,Y3_Low,1,5,4
2024-01-14,Family,Y3_Low,2,2,0
2024-01-14,Other,Y1_High,1,1,0
2024-01-14,Standard,Y1_High,2,3,1
2024-01-14,Standard,Y2_Medium,11,11,0
2024-01-14,Standard,Y3_Low,13,18,5
2024-01-15,Other,Y2_Medium,2,3,1
2024-01-15,Standard,Y2_Medium,9,10,1
2024-01-15,Standard,Y3_Low,6,12,6
2024-01-16,Other,Y1_High,1,1,0
2024-01-16,Standard,Y1_High,2,4,2
2024-01-16,Standard,Y2_Medium,4,4,0
2024-01-16,Standard,Y3_Low,2,2,0
2024-01-17,Family,Y2_Medium,1,1,0
2024-01-17,Family,Y3_Low,1,2,1
2024-01-17,Standard,Y1_High,3,4,1
2024-01-17,Standard,Y2_Medium,3,3,0
2024-01-17,Standard,Y3_Low,3,3,0
2024-01-18,Family,Y2_Medium,1,1,0
2024-01-18,Family,Y3_Low,1,3,2
2024-01-18,Other,Y3_Low,2,2,0
2024-01-18,Standard,Y1_High,1,1,0
2024-01-18,Standard,Y2_Medium,4,7,3
2024-01-18,Standard,Y3_Low,21,21,0
2024-01-19,Other,Y1_High,1,1,0
2024-01-19,Standard,Y2_Medium,2,2,0
2024-01-19,Standard,Y3_Low,5,6,1
2024-01-20,Other,Y1_High,2,2,0
2024-01-20,Standard,Y1_High,3,3,0
2024-01-20,Standard,Y2_Medium,2,3,1
2024-01-20,Standard,Y3_Low,31,42,11
2024-01-21,Other,Y2_Medium,6,6,0
2024-01-21,Standard,Y1_High,3,6,3
2024-01-21,Standard,Y2_Medium,6,7,1
2024-01-21,Standard,Y3_Low,16,26,10
2024-01-22,Family,Y1_High,1,1,0
2024-01-22,Other,Y3_Low,4,6,2
2024-01-22,Standard,Y1_High,2,2,0
2024-01-22,Standard,Y2_Medium,3,4,1
2024-01-22,Standard,Y3_Low,7,10,3
2024-01-23,Family,Y2_Medium,1,2,1
2024-01-23,Other,Y1_High,1,1,0
2024-01-23,Other,Y2_Medium,1,4,3
2024-01-23,Standard,Y1_High,3,6,3
2024-01-23,Standard,Y2_Medium,5,13,8
2024-01-23,Standard,Y3_Low,6,6,0
2024-01-24,Other,Y1_High,1,3,2
2024-01-24,Other,Y2_Medium,1,1,0
2024-01-24,Other,Y3_Low,2,8,6
2024-01-24,Standard,Y1_High,3,3,0
2024-01-24,Standard,Y2_Medium,3,3,0
2024-01-24,Standard,Y3_Low,9,13,4
2024-01-25,Other,Y1_High,3,3,0
2024-01-25,Other,Y2_Medium,5,6,1
2024-01-25,Other,Y3_Low,1,1,0
2024-01-25,Standard,Y1_High,12,12,0
2024-01-25,Standard,Y2_Medium,13,18,5
2024-01-25,Standard,Y3_Low,14,14,0
2024-01-26,Standard,Y1_High,5,5,0
2024-01-26,Standard,Y2_Medium,6,6,0
2024-01-26,Standard,Y3_Low,5,8,3
2024-01-27,Other,Y3_Low,1,1,0
2024-01-27,Standard,Y1_High,9,10,1
2024-01-27,Standard,Y2_Medium,13,16,3
2024-01-27,Standard,Y3_Low,12,19,7
2024-01-28,Standard,Y1_High,9,10,1
2024-01-28,Standard,Y2_Medium,8,8,0
2024-01-28,Standard,Y3_Low,55,65,10
2024-01-29,Standard,Y1_High,5,5,0
2024-01-29,Standard,Y3_Low,4,5,1
2024-01-30,Other,Y1_High,1,1,0
2024-01-30,Other,Y2_Medium,2,2,0
2024-01-30,Other,Y3_Low,2,6,4
2024-01-30,Standard,Y1_High,3,4,1
2024-01-30,Standard,Y2_Medium,20,27,7
2024-01-30,Standard,Y3_Low,31,31,0
2024-01-31,Family,Y2_Medium,1,2,1
2024-01-31,Other,Y1_High,2,2,0
2024-01-31,Other,Y3_Low,1,2,1
2024-01-31,Standard,Y2_Medium,7,10,3
2024-01-31,Standard,Y3_Low,4,6,2
2024-02-01,Other,Y1_High,2,4,2
2024-02-01,Other,Y2_Medium,1,1,0
2024-02-01,Standard,Y1_High,7,8,1
2024-02-01,Standard,Y2_Medium,24,25,1
2024-02-01,Standard,Y3_Low,31,38,7
2024-02-02,Family,Y2_Medium,3,5,2
2024-02-02,Family,Y3_Low,4,5,1
2024-02-02,Other,Y1_High,1,2,1
2024-02-02,Other,Y3_Low,2,3,1
2024-02-02,Standard,Y1_High,3,3,0
2024-02-02,Standard,Y2_Medium,9,12,3
2024-02-02,Standard,Y3_Low,11,11,0
2024-02-03,Family,Y1_High,5,5,0
2024-02-03,Family,Y2_Medium,5,6,1
2024-02-03,Other,Y1_High,1,1,0
2024-02-03,Other,Y3_Low,1,2,1
2024-02-03,Standard,Y1_High,9,11,2
2024-02-03,Standard,Y2_Medium,13,13,0
2024-02-03,Standard,Y3_Low,33,44,11
2024-02-04,Family,Y1_High,1,3,2
2024-02-04,Family,Y2_Medium,1,1,0
2024-02-04,Other,Y1_High,2,3,1
2024-02-04,Other,Y3_Low,1,1,0
2024-02-04,Standard,Y1_High,6,6,0
2024-02-04,Standard,Y2_Medium,8,8,0
2024-02-04,Standard,Y3_Low,7,10,3
2024-02-05,Other,Y2_Medium,1,2,1
2024-02-05,Other,Y3_Low,1,1,0
2024-02-05,Standard,Y1_High,2,2,0
2024-02-05,Standard,Y2_Medium,3,3,0
2024-02-05,Standard,Y3_Low,13,16,3
2024-02-06,Family,Y1_High,1,1,0
2024-02-06,Family,Y2_Medium,1,1,0
2024-02-06,Other,Y1_High,2,3,1
2024-02-06,Standard,Y1_High,1,1,0
2024-02-06,Standard,Y2_Medium,10,14,4
2024-02-06,Standard,Y3_Low,6,6,0
2024-02-07,Family,Y3_Low,4,4,0
2024-02-07,Other,Y2_Medium,2,4,2
2024-02-07,Other,Y3_Low,1,3,2
2024-02-07,Standard,Y1_High,7,12,5
2024-02-07,Standard,Y2_Medium,10,10,0
2024-02-07,Standard,Y3_Low,28,28,0
2024-02-08,Other,Y3_Low,4,4,0
2024-02-08,Standard,Y1_High,5,5,0
2024-02-08,Standard,Y2_Medium,4,5,1
2024-02-08,Standard,Y3_Low,7,9,2
2024-02-09,Family,Y1_High,1,2,1
2024-02-09,Family,Y2_Medium,2,3,1
2024-02-09,Family,Y3_Low,4,5,1
2024-02-09,Standard,Y1_High,6,6,0
2024-02-09,Standard,Y2_Medium,5,5,0
2024-02-09,Standard,Y3_Low,3,3,0
2024-02-10,Family,Y1_High,5,6,1
2024-02-10,Family,Y2_Medium,1,1,0
2024-02-10,Family,Y3_Low,11,16,5
2024-02-10,Other,Y1_High,1,1,0
2024-02-10,Other,Y3_Low,3,5,2
2024-02-10,Standard,Y1_High,6,12,6
2024-02-10,Standard,Y2_Medium,14,17,3
2024-02-10,Standard,Y3_Low,32,33,1
2024-02-10,Superior,Y3_Low,1,1,0
2024-02-11,Family,Y1_High,2,3,1
2024-02-11,Family,Y2_Medium,1,1,0
2024-02-11,Family,Y3_Low,3,3,0
2024-02-11,Other,Y1_High,1,1,0
2024-02-11,Other,Y2_Medium,1,3,2
2024-02-11,Standard,Y1_High,3,3,0
2024-02-11,Standard,Y2_Medium,6,6,0
2024-02-11,Standard,Y3_Low,12,13,1
2024-02-12,Family,Y2_Medium,1,1,0
2024-02-12,Other,Y2_Medium,1,1,0
2024-02-12,Other,Y3_Low,1,2,1
2024-02-12,Standard,Y1_High,8,8,0
2024-02-12,Standard,Y2_Medium,11,15,4
2024-02-12,Standard,Y3_Low,19,26,7
2024-02-13,Family,Y1_High,2,4,2
2024-02-13,Family,Y2_Medium,1,2,1
2024-02-13,Other,Y1_High,1,2,1
2024-02-13,Other,Y2_Medium,1,1,0
2024-02-13,Standard,Y1_High,6,9,3
2024-02-13,Standard,Y2_Medium,4,10,6
2024-02-13,Standard,Y3_Low,19,24,5
2024-02-13,Superior,Y1_High,1,1,0
2024-02-13,Superior,Y3_Low,2,6,4
2024-02-14,Other,Y3_Low,3,3,0
2024-02-14,Standard,Y1_High,4,4,0
2024-02-14,Standard,Y2_Medium,3,5,2
2024-02-14,Standard,Y3_Low,23,26,3
2024-02-15,Family,Y1_High,2,2,0
2024-02-15,Family,Y3_Low,2,5,3
2024-02-15,Other,Y3_Low,3,7,4
2024-02-15,Standard,Y1_High,1,2,1
2024-02-15,Standard,Y2_Medium,5,7,2
2024-02-15,Standard,Y3_Low,9,9,0
2024-02-16,Family,Y2_Medium,4,4,0
2024-02-16,Family,Y3_Low,4,4,0
2024-02-16,Other,Y3_Low,1,1,0
2024-02-16,Standard,Y1_High,3,3,0
2024-02-16,Standard,Y2_Medium,6,6,0
2024-02-16,Standard,Y3_Low,12,13,1
2024-02-17,Family,Y1_High,1,1,0
2024-02-17,Family,Y3_Low,2,2,0
2024-02-17,Other,Y3_Low,1,1,0
2024-02-17,Standard,Y1_High,9,9,0
2024-02-17,Standard,Y2_Medium,8,17,9
2024-02-17,Standard,Y3_Low,13,14,1
2024-02-18,Family,Y1_High,2,4,2
2024-02-18,Family,Y2_Medium,4,4,0
2024-02-18,Standard,Y1_High,4,8,4
2024-02-18,Standard,Y2_Medium,6,6,0
2024-02-18,Standard,Y3_Low,31,42,11
2024-02-19,Other,Y3_Low,2,6,4
2024-02-19,Standard,Y1_High,3,4,1
2024-02-19,Standard,Y2_Medium,12,12,0
2024-02-19,Standard,Y3_Low,10,17,7
2024-02-20,Family,Y1_High,1,1,0
2024-02-20,Other,Y2_Medium,1,1,0
2024-02-20,Standard,Y1_High,5,5,0
2024-02-20,Standard,Y2_Medium,12,12,0
2024-02-20,Standard,Y3_Low,20,22,2
2024-02-21,Family,Y2_Medium,1,1,0
2024-02-21,Other,Y1_High,1,1,0
2024-02-21,Other,Y2_Medium,1,2,1
2024-02-21,Other,Y3_Low,2,7,5
2024-02-21,Standard,Y1_High,6,7,1
2024-02-21,Standard,Y2_Medium,2,3,1
2024-02-21,Standard,Y3_Low,13,13,0
2024-02-22,Other,Y2_Medium,1,1,0
2024-02-22,Standard,Y1_High,1,3,2
2024-02-22,Standard,Y2_Medium,8,11,3
2024-02-22,Standard,Y3_Low,18,18,0
2024-02-23,Other,Y2_Medium,1,1,0
2024-02-23,Other,Y3_Low,2,2,0
2024-02-23,Standard,Y1_High,1,1,0
2024-02-23,Standard,Y2_Medium,6,6,0
2024-02-23,Standard,Y3_Low,18,18,0
2024-02-24,Other,Y1_High,1,2,1
2024-02-24,Other,Y3_Low,5,5,0
2024-02-24,Standard,Y1_High,17,19,2
2024-02-24,Standard,Y2_Medium,13,16,3
2024-02-24,Standard,Y3_Low,29,37,8
2024-02-25,Family,Y1_High,2,2,0
2024-02-25,Other,Y1_High,2,2,0
2024-02-25,Other,Y2_Medium,1,3,2
2024-02-25,Standard,Y1_High,3,3,0
2024-02-25,Standard,Y2_Medium,13,13,0
2024-02-25,Standard,Y3_Low,25,29,4
2024-02-26,Family,Y1_High,1,1,0
2024-02-26,Family,Y3_Low,4,6,2
2024-02-26,Other,Y2_Medium,2,2,0
2024-02-26,Other,Y3_Low,3,4,1
2024-02-26,Standard,Y2_Medium,9,10,1
2024-02-26,Standard,Y3_Low,9,11,2
2024-02-27,Standard,Y1_High,4,5,1
2024-02-27,Standard,Y2_Medium,19,31,12
2024-02-27,Standard,Y3_Low,21,28,7
2024-02-28,Other,Y2_Medium,1,1,0
2024-02-28,Other,Y3_Low,1,2,1
2024-02-28,Standard,Y1_High,3,3,0
2024-02-28,Standard,Y2_Medium,11,16,5
2024-02-28,Standard,Y3_Low,7,12,5
2024-02-29,Family,Y2_Medium,1,4,3
2024-02-29,Other,Y1_High,1,1,0
2024-02-29,Other,Y3_Low,2,3,1
2024-02-29,Standard,Y1_High,4,4,0
2024-02-29,Standard,Y2_Medium,24,24,0
2024-02-29,Standard,Y3_Low,62,76,14
2024-03-01,Family,Y1_High,2,2,0
2024-03-01,Family,Y2_Medium,2,2,0
2024-03-01,Other,Y1_High,1,1,0
2024-03-01,Other,Y2_Medium,1,2,1
2024-03-01,Other,Y3_Low,2,4,2
2024-03-01,Standard,Y1_High,5,6,1
2024-03-01,Standard,Y2_Medium,12,17,5
2024-03-01,Standard,Y3_Low,21,28,7
2024-03-02,Family,Y1_High,1,1,0
2024-03-02,Family,Y2_Medium,1,1,0
2024-03-02,Family,Y3_Low,4,4,0
2024-03-02,Other,Y1_High,1,3,2
2024-03-02,Other,Y2_Medium,1,1,0
2024-03-02,Standard,Y1_High,10,16,6
2024-03-02,Standard,Y2_Medium,16,20,4
2024-03-02,Standard,Y3_Low,27,41,14
2024-03-03,Family,Y2_Medium,4,7,3
2024-03-03,Standard,Y1_High,5,7,2
2024-03-03,Standard,Y2_Medium,20,25,5
2024-03-03,Standard,Y3_Low,46,61,15
2024-03-03,Superior,Y1_High,1,1,0
2024-03-04,Family,Y2_Medium,1,1,0
2024-03-04,Other,Y3_Low,2,2,0
2024-03-04,Standard,Y1_High,3,3,0
2024-03-04,Standard,Y2_Medium,23,28,5
2024-03-04,Standard,Y3_Low,7,7,0
2024-03-05,Family,Y1_High,2,2,0
2024-03-05,Family,Y2_Medium,3,3,0
2024-03-05,Family,Y3_Low,2,2,0
2024-03-05,Other,Y1_High,1,2,1
2024-03-05,Standard,Y1_High,11,12,1
2024-03-05,Standard,Y2_Medium,17,21,4
2024-03-05,Standard,Y3_Low,30,31,1
2024-03-06,Family,Y2_Medium,2,5,3
2024-03-06,Family,Y3_Low,2,2,0
2024-03-06,Other,Y2_Medium,1,1,0
2024-03-06,Other,Y3_Low,1,3,2
2024-03-06,Standard,Y1_High,3,5,2
2024-03-06,Standard,Y2_Medium,14,14,0
2024-03-06,Standard,Y3_Low,13,17,4
2024-03-07,Family,Y1_High,1,1,0
2024-03-07,Other,Y1_High,2,4,2
2024-03-07,Standard,Y1_High,4,8,4
2024-03-07,Standard,Y2_Medium,16,16,0
2024-03-07,Standard,Y3_Low,14,14,0
2024-03-07,Superior,Y3_Low,2,4,2
2024-03-08,Family,Y1_High,1,1,0
2024-03-08,Family,Y2_Medium,2,2,0
2024-03-08,Family,Y3_Low,2,2,0
2024-03-08,Other,Y3_Low,2,2,0
2024-03-08,Standard,Y1_High,4,9,5
2024-03-08,Standard,Y2_Medium,34,39,5
2024-03-08,Standard,Y3_Low,15,23,8
2024-03-09,Family,Y1_High,4,5,1
2024-03-09,Family,Y2_Medium,4,5,1
2024-03-09,Family,Y3_Low,2,5,3
2024-03-09,Other,Y1_High,2,2,0
2024-03-09,Other,Y3_Low,1,1,0
2024-03-09,Standard,Y1_High,4,5,1
2024-03-09,Standard,Y2_Medium,34,44,10
2024-03-09,Standard,Y3_Low,40,40,0
2024-03-10,Family,Y1_High,4,4,0
2024-03-10,Other,Y1_High,2,4,2
2024-03-10,Other,Y3_Low,3,3,0
2024-03-10,Standard,Y1_High,10,14,4
2024-03-10,Standard,Y2_Medium,28,30,2
2024-03-10,Standard,Y3_Low,17,17,0
2024-03-11,Family,Y1_High,2,3,1
2024-03-11,Family,Y3_Low,2,3,1
2024-03-11,Standard,Y1_High,2,4,2
2024-03-11,Standard,Y2_Medium,29,44,15
2024-03-11,Standard,Y3_Low,10,10,0
2024-03-12,Family,Y1_High,2,4,2
2024-03-12,Other,Y2_Medium,2,2,0
2024-03-12,Other,Y3_Low,1,3,2
2024-03-12,Standard,Y1_High,5,11,6
2024-03-12,Standard,Y2_Medium,18,26,8
2024-03-12,Standard,Y3_Low,12,12,0
2024-03-12,Superior,Y3_Low,4,4,0
2024-03-13,Other,Y1_High,2,8,6
2024-03-13,Standard,Y1_High,1,2,1
2024-03-13,Standard,Y2_Medium,12,12,0
2024-03-13,Standard,Y3_Low,13,15,2
2024-03-14,Family,Y1_High,1,1,0
2024-03-14,Standard,Y1_High,1,4,3
2024-03-14,Standard,Y2_Medium,23,23,0
2024-03-14,Standard,Y3_Low,21,26,5
2024-03-15,Family,Y1_High,3,3,0
2024-03-15,Other,Y1_High,2,2,0
2024-03-15,Standard,Y1_High,4,7,3
2024-03-15,Standard,Y2_Medium,21,22,1
2024-03-15,Standard,Y3_Low,11,16,5
2024-03-15,Superior,Y1_High,1,1,0
2024-03-15,Superior,Y2_Medium,1,1,0
2024-03-16,Family,Y1_High,7,12,5
2024-03-16,Family,Y2_Medium,2,6,4
2024-03-16,Family,Y3_Low,7,7,0
2024-03-16,Other,Y3_Low,1,3,2
2024-03-16,Standard,Y1_High,6,11,5
2024-03-16,Standard,Y2_Medium,32,47,15
2024-03-16,Standard,Y3_Low,27,29,2
2024-03-17,Family,Y1_High,2,2,0
2024-03-17,Family,Y2_Medium,2,2,0
2024-03-17,Family,Y3_Low,2,2,0
2024-03-17,Standard,Y1_High,4,4,0
2024-03-17,Standard,Y2_Medium,20,20,0
2024-03-17,Standard,Y3_Low,25,27,2
2024-03-18,Family,Y3_Low,6,12,6
2024-03-18,Standard,Y1_High,4,4,0
2024-03-18,Standard,Y2_Medium,27,34,7
2024-03-18,Standard,Y3_Low,26,29,3
2024-03-19,Family,Y1_High,1,3,2
2024-03-19,Family,Y3_Low,4,9,5
2024-03-19,Other,Y1_High,1,2,1
2024-03-19,Standard,Y1_High,5,5,0
2024-03-19,Standard,Y2_Medium,18,21,3
2024-03-19,Standard,Y3_Low,4,4,0
2024-03-20,Other,Y1_High,1,1,0
2024-03-20,Other,Y3_Low,3,7,4
2024-03-20,Standard,Y1_High,8,15,7
2024-03-20,Standard,Y2_Medium,17,22,5
2024-03-20,Standard,Y3_Low,5,6,1
2024-03-21,Family,Y1_High,3,3,0
2024-03-21,Other,Y1_High,1,1,0
2024-03-21,Other,Y2_Medium,1,1,0
2024-03-21,Other,Y3_Low,1,1,0
2024-03-21,Standard,Y1_High,12,12,0
2024-03-21,Standard,Y2_Medium,11,16,5
2024-03-21,Standard,Y3_Low,23,26,3
2024-03-21,Suite,Y3_Low,1,1,0
2024-03-21,Superior,Y3_Low,5,5,0
2024-03-22,Family,Y1_High,2,2,0
2024-03-22,Family,Y3_Low,8,8,0
2024-03-22,Other,Y3_Low,1,1,0
2024-03-22,Standard,Y1_High,13,13,0
2024-03-22,Standard,Y2_Medium,9,10,1
2024-03-22,Standard,Y3_Low,22,23,1
2024-03-22,Superior,Y1_High,2,2,0
2024-03-22,Superior,Y2_Medium,1,1,0
2024-03-23,Family,Y1_High,7,8,1
2024-03-23,Family,Y2_Medium,3,6,3
2024-03-23,Family,Y3_Low,12,18,6
2024-03-23,Other,Y1_High,1,2,1
2024-03-23,Other,Y3_Low,1,1,0
2024-03-23,Standard,Y1_High,15,15,0
2024-03-23,Standard,Y2_Medium,24,32,8
2024-03-23,Standard,Y3_Low,13,14,1
2024-03-23,Superior,Y2_Medium,1,2,1
2024-03-23,Superior,Y3_Low,2,3,1
2024-03-24,Family,Y1_High,4,5,1
2024-03-24,Family,Y2_Medium,8,12,4
2024-03-24,Other,Y1_High,1,2,1
2024-03-24,Other,Y3_Low,1,1,0
2024-03-24,Standard,Y1_High,13,17,4
2024-03-24,Standard,Y2_Medium,5,5,0
2024-03-24,Standard,Y3_Low,17,17,0
2024-03-24,Superior,Y2_Medium,1,1,0
2024-03-25,Family,Y1_High,6,8,2
2024-03-25,Family,Y2_Medium,13,13,0
2024-03-25,Family,Y3_Low,2,3,1
2024-03-25,Other,Y3_Low,1,1,0
2024-03-25,Standard,Y1_High,24,26,2
2024-03-25,Standard,Y2_Medium,18,28,10
2024-03-25,Standard,Y3_Low,5,5,0
2024-03-25,Superior,Y1_High,1,2,1
2024-03-25,Superior,Y2_Medium,3,3,0
2024-03-26,Family,Y1_High,3,4,1
2024-03-26,Family,Y2_Medium,8,8,0
2024-03-26,Family,Y3_Low,4,4,0
2024-03-26,Other,Y1_High,2,2,0
2024-03-26,Standard,Y1_High,19,23,4
2024-03-26,Standard,Y2_Medium,12,12,0
2024-03-26,Standard,Y3_Low,22,22,0
2024-03-27,Family,Y1_High,1,1,0
2024-03-27,Family,Y3_Low,4,4,0
2024-03-27,Other,Y1_High,1,3,2
2024-03-27,Other,Y3_Low,1,1,0
2024-03-27,Standard,Y1_High,15,20,5
2024-03-27,Standard,Y2_Medium,15,25,10
2024-03-27,Standard,Y3_Low,8,8,0
2024-03-27,Superior,Y2_Medium,1,1,0
2024-03-28,Family,Y2_Medium,4,4,0
2024-03-28,Other,Y3_Low,1,4,3
2024-03-28,Standard,Y1_High,12,12,0
2024-03-28,Standard,Y2_Medium,10,17,7
2024-03-28,Standard,Y3_Low,17,19,2
2024-03-28,Superior,Y2_Medium,1,1,0
2024-03-28,Superior,Y3_Low,1,1,0
2024-03-29,Family,Y1_High,2,2,0
2024-03-29,Other,Y3_Low,1,1,0
2024-03-29,Standard,Y1_High,16,16,0
2024-03-29,Standard,Y2_Medium,13,13,0
2024-03-29,Standard,Y3_Low,5,5,0
2024-03-29,Superior,Y2_Medium,2,3,1
2024-03-30,Family,Y1_High,1,3,2
2024-03-30,Family,Y2_Medium,4,5,1
2024-03-30,Family,Y3_Low,2,2,0
2024-03-30,Other,Y1_High,2,2,0
2024-03-30,Standard,Y1_High,10,10,0
2024-03-30,Standard,Y2_Medium,24,26,2
2024-03-30,Standard,Y3_Low,20,20,0
2024-03-30,Superior,Y1_High,2,2,0
2024-03-30,Superior,Y2_Medium,1,2,1
2024-03-31,Other,Y1_High,2,2,0
2024-03-31,Other,Y2_Medium,3,3,0
2024-03-31,Standard,Y1_High,15,18,3
2024-03-31,Standard,Y2_Medium,27,27,0
2024-03-31,Standard,Y3_Low,11,17,6
2024-04-01,Family,Y1_High,1,3,2
2024-04-01,Family,Y3_Low,4,5,1
2024-04-01,Other,Y1_High,1,1,0
2024-04-01,Other,Y2_Medium,3,4,1
2024-04-01,Standard,Y1_High,8,10,2
2024-04-01,Standard,Y2_Medium,29,30,1
2024-04-01,Standard,Y3_Low,10,10,0
2024-04-02,Family,Y1_High,1,1,0
2024-04-02,Family,Y2_Medium,2,3,1
2024-04-02,Family,Y3_Low,8,8,0
2024-04-02,Other,Y3_Low,1,1,0
2024-04-02,Standard,Y1_High,4,4,0
2024-04-02,Standard,Y2_Medium,39,47,8
2024-04-02,Standard,Y3_Low,11,14,3
2024-04-02,Superior,Y3_Low,1,3,2
2024-04-03,Other,Y2_Medium,1,1,0
2024-04-03,Standard,Y1_High,8,8,0
2024-04-03,Standard,Y2_Medium,20,21,1
2024-04-03,Standard,Y3_Low,26,43,17
